feature,importance
categorical__payment_channel_WEB_BROWSER,0.02768737022740884
categorical__merchant_country_GB,0.02742085979590046
categorical__day_name_Saturday,0.02681241962379105
categorical__merchant_country_DE,0.024671089041144862
binary__low_night_ratio_flag,0.022005537174296326
categorical__decline_rate_risk_group_high,0.020528923134039194
categorical__auth_result_AVS_FAIL,0.017502542933088863
categorical__currency_VND,0.01720480292285499
categorical__day_name_Friday,0.016359548521824373
categorical__time_period_night,0.015129583676924102
categorical__ip_score_risk_group_high,0.014988048316163016
categorical__message_type_0400-Reversal,0.011919877748075179
categorical__currency_IDR,0.011316940970002404
categorical__merchant_country_ID,0.0109339357736163
categorical__merchant_country_CN,0.010815911455298617
categorical__auth_characteristics_CARD_PRESENT,0.008973828200644612
categorical__night_unusual_group_high,0.008937066900770847
categorical__merchant_country_KR,0.008935307746135235
categorical__auth_characteristics_MOBILE_TOKEN,0.008827449244214233
categorical__merchant_country_AE,0.008153705127513395
categorical__mcc_infrequent_sklearn,0.0
categorical__auth_result_CVV_PASS,0.0
categorical__night_unusual_group_very_high,0.0
categorical__night_ratio_group_low,0.0
categorical__time_period_late_evening,0.0
categorical__night_unusual_group_not_night,0.0
categorical__night_ratio_group_infrequent_sklearn,0.0
categorical__amount_to_max_group_extreme,0.0
categorical__decline_rate_risk_group_infrequent_sklearn,0.0
categorical__ip_score_risk_group_low,0.0
categorical__ip_score_risk_group_very_high,0.0
categorical__txn_count_7d_group_0_1,0.0
categorical__txn_velocity_group_medium,0.0
categorical__txn_count_7d_group_gt_20,0.0
categorical__txn_velocity_group_very_low,0.0
