feature,importance
categorical__payment_channel_WEB_BROWSER,0.027687354915121087
categorical__merchant_country_GB,0.027420916713622196
categorical__day_name_Saturday,0.02681247115035134
categorical__merchant_country_DE,0.024671067470705695
binary__low_night_ratio_flag,0.022005948097474356
categorical__decline_rate_risk_group_high,0.02052903239944481
categorical__auth_result_AVS_FAIL,0.017502597722870494
categorical__currency_VND,0.017204856479829313
categorical__day_name_Friday,0.01635953644867149
categorical__time_period_night,0.015129632622169167
categorical__ip_score_risk_group_high,0.014988073190871186
categorical__message_type_0400-Reversal,0.011919928752636316
categorical__currency_IDR,0.011316997995149262
categorical__merchant_country_ID,0.010933976527399948
categorical__merchant_country_CN,0.010815935097940746
categorical__auth_characteristics_CARD_PRESENT,0.00897384715789717
categorical__night_unusual_group_high,0.008937104717904766
categorical__merchant_country_KR,0.00893533051464707
categorical__auth_characteristics_MOBILE_TOKEN,0.008827469680332777
categorical__merchant_country_AE,0.008153731808653253
categorical__mcc_infrequent_sklearn,0.0
categorical__auth_result_CVV_PASS,0.0
categorical__night_unusual_group_very_high,0.0
categorical__night_ratio_group_low,0.0
categorical__time_period_late_evening,0.0
categorical__night_unusual_group_not_night,0.0
categorical__night_ratio_group_infrequent_sklearn,0.0
categorical__amount_to_max_group_extreme,0.0
categorical__decline_rate_risk_group_infrequent_sklearn,0.0
categorical__ip_score_risk_group_low,0.0
categorical__ip_score_risk_group_very_high,0.0
categorical__txn_count_7d_group_0_1,0.0
categorical__txn_velocity_group_medium,0.0
categorical__txn_count_7d_group_gt_20,0.0
categorical__txn_velocity_group_very_low,0.0
