feature,importance
categorical__card_entry_mode_CONTACTLESS,0.02879049210289926
categorical__day_name_Friday,0.027897951022765613
categorical__merchant_country_DE,0.02483659289447
categorical__currency_VND,0.024463956516252775
categorical__auth_result_CVV_PASS,0.023018529250262834
categorical__decline_rate_risk_group_high,0.022182329923640616
binary__low_night_ratio_flag,0.02204142602787074
interaction__low_night_ratio_x_high_max_amount_30d,0.021469300017002223
categorical__day_name_Saturday,0.018180108499004775
categorical__auth_result_AVS_FAIL,0.017494617432748612
categorical__merchant_country_GB,0.016253648699000676
categorical__txn_velocity_group_medium,0.015684658943850224
categorical__ip_score_risk_group_high,0.015460582836845402
categorical__payment_channel_API_SERVER,0.014327620889372698
categorical__night_unusual_group_not_night,0.012880452858545924
categorical__message_type_0400-Reversal,0.012115114526564299
categorical__message_type_0110-AuthRsp,0.011384103900254596
categorical__currency_IDR,0.011342339829038496
categorical__merchant_country_KR,0.009045479858002529
categorical__merchant_country_AE,0.006837149548233548
categorical__mcc_infrequent_sklearn,0.0
categorical__merchant_country_ID,0.0
categorical__time_period_late_evening,0.0
categorical__night_ratio_group_low,0.0
categorical__time_period_night,0.0
categorical__night_ratio_group_infrequent_sklearn,0.0
categorical__night_unusual_group_high,0.0
categorical__ip_score_risk_group_very_high,0.0
categorical__ip_score_risk_group_low,0.0
categorical__night_unusual_group_very_high,0.0
categorical__amount_to_max_group_extreme,0.0
categorical__decline_rate_risk_group_infrequent_sklearn,0.0
categorical__txn_count_7d_group_gt_20,0.0
categorical__credit_util_risk_group_low,0.0
categorical__txn_count_7d_group_0_1,0.0
categorical__txn_velocity_group_very_low,0.0
interaction__low_mcc_entropy_x_low_night_ratio,0.0
interaction__low_mcc_entropy_x_high_max_amount_30d,0.0
interaction__low_mcc_entropy_x_low_night_ratio_x_card_not_present,0.0
interaction__low_mcc_entropy_x_low_spending_trend,0.0
interaction__low_night_ratio_x_night_transaction,0.0
interaction__low_mcc_entropy_x_card_not_present,0.0
interaction__cross_border_x_low_country_diversity,0.0
