feature,importance
numeric__mcc_entropy_30d,14.973739241590804
numeric__night_ratio_30d,11.14534288419793
numeric__log_amount_to_max_30d,9.66059788031325
numeric__spending_trend,9.273006112343841
numeric__distinct_countries_30d,8.512480457919944
numeric__amount_z_30d,7.678817515694979
numeric__decline_rate_30d,4.039294561978911
numeric__device_diversity_30d,3.8561644875796333
numeric__credit_util_today,3.457065272324993
numeric__log_mean_amount_30d,2.183036748888719
numeric__distinct_merchants_7d,1.988323999163357
numeric__txn_count_ratio_7d_30d,1.788641603742687
numeric__ip_score,1.5354068294285776
numeric__amount_to_mean_30d,1.2649535254726647
numeric__txn_count_7d,1.1702553647445102
numeric__txn_count_30d,1.1616117044796188
numeric__hour,0.9299544266122388
binary__high_max_amount_30d_flag,0.8641901786674229
binary__cross_border_flag,0.804538371942833
categorical__night_ratio_group_medium,0.6026469212610219
categorical__credit_util_risk_group_very_high,0.42948065473352626
categorical__amount_to_max_group_above_max,0.33363446012428283
categorical__term_location_WEARABLE_PAY,0.32684227275588557
binary__low_country_diversity_flag,0.3262776706505133
binary__card_not_present_flag,0.3192848224849111
categorical__time_period_morning,0.30292809354942474
categorical__card_entry_mode_QR_CODE,0.29423321795892693
categorical__merchant_country_VN,0.2827362529831414
numeric__chargebacks_365d,0.26630967097891983
numeric__night_unusual_score,0.2528411202065099
categorical__currency_USD,0.23768408613647912
categorical__amount_to_max_group_near_max,0.2234402946028239
binary__very_low_mcc_entropy_flag,0.2220759439461382
categorical__term_location_MOBILE_APP,0.21784739839374742
categorical__message_type_0510-AdviceRsp,0.21508374855570753
categorical__time_period_evening,0.21308449846073008
categorical__auth_result_BIOMETRIC_PASS,0.20178206870384288
binary__low_spending_trend_flag,0.19569901913733434
categorical__card_entry_mode_CHIP,0.1922402361713581
categorical__message_type_0200-FinReq,0.18449767059683736
categorical__merchant_country_MY,0.18306155779310915
categorical__auth_characteristics_E_COMMERCE,0.17537051673093765
categorical__credit_util_risk_group_high,0.1670457039567148
categorical__auth_characteristics_CRYPTOGRAM_PRESENT,0.16546783128141648
categorical__amount_to_max_group_much_above_max,0.16218383634053327
categorical__night_unusual_group_medium,0.1568336973802629
categorical__merchant_country_IN,0.14683141999849894
categorical__merchant_country_TH,0.14628567331790635
categorical__payment_channel_POS_TERMINAL,0.14324026083987573
categorical__auth_characteristics_FORCE_POST,0.1418529045097922
categorical__card_entry_mode_TOKEN_IN_APP,0.14024110470586745
categorical__day_name_Thursday,0.13905997794571534
categorical__day_name_Tuesday,0.1389752933367204
categorical__night_ratio_group_high,0.1350871109980351
categorical__recurring_flag_RECURRING_SUBSCRIPTION,0.13449079559858906
categorical__time_period_afternoon,0.12920296799843847
categorical__auth_result_CVV_FAIL,0.12784376448780851
categorical__pin_verif_method_ONLINE_PIN,0.12320320550995868
categorical__night_unusual_group_low,0.1230846653090988
categorical__day_name_Sunday,0.12270932838613964
categorical__message_type_0210-FinRsp,0.11801124846930239
categorical__payment_channel_SMART_WATCH,0.11790957423077086
