feature,importance
categorical__decline_rate_risk_group_medium,0.09997068784510996
categorical__recurring_flag_SINGLE_PURCHASE,0.09704460214148623
categorical__auth_result_3DS_FAIL,0.09110677856070301
categorical__payment_channel_SMART_WATCH,0.09017687423920084
binary__tokenised_flag,0.08829240647466444
categorical__currency_CHF,0.08440320235836374
categorical__time_period_morning,0.08308808665379305
categorical__day_name_Thursday,0.07871693766610591
categorical__credit_util_risk_group_high,0.07715368854173787
categorical__auth_result_AVS_PASS,0.07605377224443086
categorical__payment_channel_WEB_BROWSER,0.07531164404431348
categorical__pin_verif_method_SIGNATURE,0.07506520891669775
categorical__payment_channel_API_SERVER,0.0732634368257827
categorical__payment_channel_MOBILE_APP,0.07236350824496646
categorical__merchant_country_SG,0.07181729593975263
categorical__term_location_ONLINE_PORTAL,0.06942720589775524
categorical__credit_util_risk_group_medium,0.06803209120047042
categorical__decline_rate_risk_group_high,0.06726533668499057
categorical__term_location_CALL_CENTER,0.06718747393849855
categorical__pin_verif_method_ONLINE_PIN,0.06702465283040869
categorical__merchant_country_TH,0.06667389401719785
categorical__auth_result_BIOMETRIC_FAIL,0.06614774353637404
categorical__merchant_country_FR,0.0632624546173095
categorical__auth_result_CVV_FAIL,0.06161245826686305
categorical__currency_INR,0.06072744816957421
categorical__merchant_country_IN,0.05975050401922018
categorical__recurring_flag_INSTALLMENT_PLAN,0.05851499694846456
categorical__currency_GBP,0.05815411364751609
categorical__day_name_Tuesday,0.05708652487523763
categorical__recurring_flag_MOTO_PHONE,0.055571483109446936
categorical__day_name_Sunday,0.055342389847445564
categorical__message_type_0110-AuthRsp,0.05437666465992955
categorical__auth_characteristics_CRYPTOGRAM_PRESENT,0.05159500914833574
binary__low_night_ratio_flag,0.05117153590372431
categorical__night_unusual_group_medium,0.04774818043045663
categorical__payment_channel_POS_TERMINAL,0.04764309173493381
categorical__currency_SGD,0.04481520648010191
categorical__day_name_Saturday,0.04440680185718434
categorical__day_name_Friday,0.04417941632960479
categorical__currency_KRW,0.044081830726198326
categorical__card_entry_mode_MANUAL_KEYED,0.04318571400269454
categorical__currency_CAD,0.04312785203564182
binary__low_mcc_entropy_flag,0.04087932757882625
categorical__message_type_0420-RepeatRev,0.04018323056199055
categorical__merchant_country_AU,0.03599987536262443
categorical__credit_util_risk_group_low,0.035298930523552624
categorical__currency_HKD,0.03527648248348008
categorical__amount_to_max_group_below_half_max,0.03435190137671001
categorical__txn_count_7d_group_11_20,0.03396412731369513
categorical__message_type_0400-Reversal,0.03144729580975936
categorical__term_location_POS_TERMINAL,0.031195900437957516
categorical__day_name_Monday,0.030300195737167714
categorical__card_entry_mode_MAGSTRIPE,0.030220842105689188
categorical__currency_IDR,0.02903478805365064
categorical__currency_AUD,0.02899551339953143
categorical__merchant_country_CA,0.026455108709491505
categorical__merchant_country_ZA,0.025801898388336922
categorical__currency_THB,0.0244254691983075
categorical__pin_verif_method_NONE,0.0234163676906559
categorical__merchant_country_JP,0.023095884856170583
categorical__merchant_country_PH,0.021488152268122413
categorical__term_location_BRANCH_COUNTER,0.021235750564616997
categorical__currency_CNY,0.021226504595841085
categorical__txn_velocity_group_high,0.02115554859009579
categorical__time_period_night,0.019742001946451555
categorical__auth_characteristics_CARD_PRESENT,0.019334585315992296
categorical__merchant_country_ID,0.019331000903566476
categorical__merchant_country_DE,0.01866967562865182
categorical__night_ratio_group_very_low,0.017018385533677616
categorical__merchant_country_KR,0.015481460925761144
categorical__night_unusual_group_high,0.014089836356343659
categorical__txn_velocity_group_low,0.013833672869381272
categorical__currency_VND,0.01307870633958356
categorical__amount_to_max_group_extreme,0.011626725002715386
categorical__card_entry_mode_CONTACTLESS,0.010761681846933295
binary__night_transaction_flag,0.009517194990426166
categorical__merchant_country_CN,0.00925175249934356
categorical__merchant_country_AE,0.008682311072120318
categorical__night_ratio_group_low,0.008539024226054997
categorical__message_type_0100-AuthReq,0.007226179429467254
categorical__currency_JPY,0.006615049910068174
categorical__merchant_country_GB,0.006610196974192548
categorical__auth_result_CVV_PASS,0.0
categorical__payment_channel_IVR_PHONE,0.0
categorical__mcc_infrequent_sklearn,0.0
categorical__auth_result_3DS_PASS,0.0
categorical__auth_result_AVS_FAIL,0.0
categorical__auth_characteristics_MOBILE_TOKEN,0.0
categorical__night_unusual_group_not_night,0.0
categorical__night_ratio_group_infrequent_sklearn,0.0
categorical__time_period_late_evening,0.0
categorical__term_location_KIOSK,0.0
categorical__night_unusual_group_very_high,0.0
categorical__ip_score_risk_group_medium,0.0
categorical__ip_score_risk_group_low,0.0
categorical__txn_count_7d_group_0_1,0.0
categorical__decline_rate_risk_group_infrequent_sklearn,0.0
categorical__ip_score_risk_group_high,0.0
categorical__ip_score_risk_group_very_high,0.0
categorical__txn_velocity_group_medium,0.0
categorical__txn_velocity_group_very_low,0.0
categorical__txn_count_7d_group_gt_20,0.0
categorical__txn_count_7d_group_6_10,0.0
