feature,importance
numeric__mcc_entropy_30d,17.239255978145064
numeric__night_ratio_30d,11.62447772367791
numeric__log_amount_to_max_30d,10.13904653009999
numeric__spending_trend,9.376960080387123
numeric__distinct_countries_30d,8.934660686966128
numeric__amount_z_30d,7.849700897195904
numeric__decline_rate_30d,3.5207469331426298
numeric__device_diversity_30d,3.4178388429628788
numeric__credit_util_today,3.280717393532552
numeric__log_mean_amount_30d,1.9698361478309747
numeric__distinct_merchants_7d,1.9138168568501204
numeric__txn_count_ratio_7d_30d,1.817459956562933
numeric__ip_score,1.626221193323536
numeric__amount_to_mean_30d,1.1760982930522415
binary__high_max_amount_30d_flag,1.052299242075012
numeric__txn_count_7d,1.0376751270753486
numeric__txn_count_30d,0.9496702740839092
binary__cross_border_flag,0.7513214312671865
numeric__hour,0.6916210679130381
categorical__night_ratio_group_medium,0.5717383949358201
categorical__night_ratio_group_high,0.34013817392215534
categorical__time_period_evening,0.31376217579908855
categorical__term_location_WEARABLE_PAY,0.30717968002084145
categorical__amount_to_max_group_above_max,0.29411179414677874
numeric__chargebacks_365d,0.28211444844889655
categorical__merchant_country_VN,0.27223255525931256
binary__very_low_mcc_entropy_flag,0.26147880855751454
numeric__night_unusual_score,0.2403389196270887
categorical__credit_util_risk_group_very_high,0.23425682497293127
categorical__currency_USD,0.2217138270230351
categorical__merchant_country_BR,0.21913615970768172
categorical__amount_to_max_group_near_max,0.20643347991271055
categorical__payment_channel_ATM,0.2044111451706081
categorical__recurring_flag_RECURRING_SUBSCRIPTION,0.2039739477167973
binary__card_not_present_flag,0.2006350489326813
categorical__card_entry_mode_CHIP,0.17834687610977576
categorical__txn_count_7d_group_2_5,0.1770800002224026
categorical__amount_to_max_group_much_above_max,0.1756136133006742
categorical__term_location_MOBILE_APP,0.16841605592731476
categorical__merchant_country_US,0.16649106080200135
categorical__auth_result_BIOMETRIC_PASS,0.16640490411142586
categorical__message_type_0510-AdviceRsp,0.15367801211955023
categorical__merchant_country_MY,0.15357236398419652
categorical__currency_EUR,0.14828918420819387
categorical__auth_characteristics_FALLBACK_MAG,0.1458607262174416
categorical__night_unusual_group_low,0.14460765880456902
categorical__decline_rate_risk_group_low,0.1433024540963836
binary__low_spending_trend_flag,0.1418027676277891
categorical__message_type_0200-FinReq,0.13688219686260517
categorical__card_entry_mode_TOKEN_IN_APP,0.1354461703532091
categorical__card_entry_mode_QR_CODE,0.1347676770896417
categorical__day_name_Wednesday,0.13241104357684072
categorical__merchant_country_HK,0.12583824027526058
categorical__message_type_0500-Advice,0.12411801570621135
categorical__auth_characteristics_FORCE_POST,0.12301352048193674
categorical__message_type_0210-FinRsp,0.11689243244714843
categorical__pin_verif_method_OFFLINE_PIN,0.11633288929321185
categorical__recurring_flag_MOTO_MAIL,0.10853483575853881
categorical__time_period_afternoon,0.10727067592663136
categorical__auth_characteristics_E_COMMERCE,0.10302835608985844
binary__low_country_diversity_flag,0.10211948531907868
